,Date,Open,High,Low,Close,Volume,Change,C-Close,C-Change,I-Close,I-Change,Difference,C-Difference,I-Difference
1,2022-07-05,14800,15000,13800,13800,4355207,-3.4965034965034967,1308.95,0.7915790770557549,11322.24,1.746969762325839,-500,10.279999999999973,194.39999999999964
