Date,Open,High,Low,Close,Volume,Change,C-Close,C-Change,I-Close,I-Change,MFI,ADI,OBV,MACD,CCI,RSI,BOL_H,BOL_L,ma_5,ma_20,ma_60,ma_120
2022-07-01,1.0,1.0,1.0,1.0,0.0,-0.0022123893805309734,0.5939687989848474,0.008667893841601293,0.6666666666666666,0.008985613950460375,0.3379625919912242,-0.9997995424136076,1.0,-0.9897853284698483,-0.8676973515629722,0.37647322879975,1.0,1.0,1.0,1.0,1.0,0.0
2022-07-05,0.0,0.0,0.0,0.0,1.0,-0.0066518847006651885,0.6093155183996417,0.007915790770557549,0.6798117494320025,0.017469697623258392,0.3976151748404474,-1.0,0.9992151159115223,-1.0,-1.0,0.35583196493073715,0.0,0.0,0.0,0.0,0.0,1.0
